scientificName;acceptedScientificName;decimalLatitude;decimalLongitude;issues;basisOfRecord;occurrenceStatus;rightsHolder;datasetName;recordedBy;locality;habitat;stateProvince
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-12,32;-41,77;gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;;;"Queiroz, L.P.; Nascimento, N.S.";Ca. 3km S de Lagoa do Chure na estrada para Seabra (Seabra-Lagoa Bela Vista).;Floresta estacional semi-decídua;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-12,33;-41,769722;gass84,inmano;PRESERVED_SPECIMEN;PRESENT;CEPEC - Herbário do Centro de Pesquisas do Cacau;CEPEC - Herbário do Centro de Pesquisas do Cacau;L. P. de Queiroz;3Km S Lagoa do Chure, estr. p/ Lagoa da Boa Vista.;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-12,33;-41,7697;gass84,colmafu;PRESERVED_SPECIMEN;PRESENT;The New York Botanical Garden;Vascular plants;L. P. de Queiroz;Ca. 3 km S de Lagoa do Chure na estrada para Seabra (Seabra-Lagoa Boa vista);Floresta estacional semi-decídua;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-12,33;-41,769722;cdround,gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;NY;;L. P. de Queiroz;Ca. 3 km S de Lagoa do Chure na estrada para Seabra (Seabra-Lagoa Boa vista);;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-12,33;-41,769722;cdround,gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;UB - Herbário da Universidade de Brasília;UB - Herbário da Universidade de Brasília;Queiroz, LP;Ca. 3km S de Lagoa do Chure na estrada para Seabra.;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-12,13;-41,77;gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;;;"Queiroz, L.P.; Nascimento, N.S.";Ca. 3km N de Agua de Rega na estrada para Souto Soares, localmente conhecido como ladeira do Véio Dedé.;Caatinga Arbórea;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-12,149444;-41,771389;gass84,inmano;PRESERVED_SPECIMEN;PRESENT;CEPEC - Herbário do Centro de Pesquisas do Cacau;CEPEC - Herbário do Centro de Pesquisas do Cacau;L. P. de Queiroz;3Km N Agua de Rega, estr. p/ Souto Soares.;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-12,33;-41,769722;gass84,diffown;PRESERVED_SPECIMEN;PRESENT;HUEFS - Herbario da Universidade Estadual de Feira de Santana;HUEFS - Herbario da Universidade Estadual de Feira de Santana;Queiroz, L.P.de;ca. 3 km S de Lagoa do Chure na estrada para Seabra (Seabra-Lagoa Boa Vista).;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-12,133333;-41,766667;gass84,diffown;PRESERVED_SPECIMEN;PRESENT;HUEFS - Herbario da Universidade Estadual de Feira de Santana;HUEFS - Herbario da Universidade Estadual de Feira de Santana;Queiroz, L.P.de;;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-12,1494;-41,7714;gass84,colmafu;PRESERVED_SPECIMEN;PRESENT;The New York Botanical Garden;Vascular plants;L. P. de Queiroz;Ca. 3 km N de Agua de Rega na estrada para Souto Soares, localmente conhecido como ladeira do Véio Dedé;Caatinga arborea;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-12,149444;-41,771389;cdround,gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;NY;;L. P. de Queiroz;Ca. 3 km N de Agua de Rega na estrada para Souto Soares, localmente conhecido como ladeira do Véio Dedé;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-12,13;-41,77;cdround,gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;K;;"Queiroz, L.P.;Nascimento, N.S.";Ca. 3km N de Agua de Rega na estrada para Souto Soares, localmente conhecido como ladeira do V  io Ded  .;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-19,971389;-40,530278;gass84,diffown;PRESERVED_SPECIMEN;PRESENT;MBM - Herbário do Museu Botânico Municipal;MBM - Herbário do Museu Botânico Municipal;L. D. Thomaz;Estação Biológica de Santa Lúcia;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-19,971389;-40,530278;cdround,gass84,rdativ,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;MBM - Herbário do Museu Botânico Municipal;MBM - Herbário do Museu Botânico Municipal;L. D. Thomaz;Estação Biológica de Santa Lúcia;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-15,15;-39,083333;gass84,inmano;PRESERVED_SPECIMEN;PRESENT;CEPEC - Herbário do Centro de Pesquisas do Cacau;CEPEC - Herbário do Centro de Pesquisas do Cacau;A. M. Amorim;Reserva Biológica do Mico-leão. Entr. KM 46 BA-001 Ilheus/Una. Picada paralela do Rio Maruim.;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-15,15;-39,083333;cdround,gass84,inmano;PRESERVED_SPECIMEN;PRESENT;Rio de Janeiro Botanical Garden;RB - Rio de Janeiro Botanical Garden Herbarium Collection;"A. M. A. Amorim; et al";Res. Biol. Mico-Leão (IBAMA). estr. no Km 46 da Rod. BA-001 Ilhéus/Una.;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-15,15;-39,08;gass84,colmafu;PRESERVED_SPECIMEN;PRESENT;The New York Botanical Garden;Vascular plants;A. M. Amorim;Reserva Biológica do Mico-leão (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una;Regiao da mata higrófila sul baiana;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-22,433333;-42,833333;cdround,gass84,inmano;PRESERVED_SPECIMEN;PRESENT;Rio de Janeiro Botanical Garden;RB - Rio de Janeiro Botanical Garden Herbarium Collection;"B.C.Kurtz; et al.";Estação  Ecológica  Estadual  de  Paraíso.  Parcela  16  -  Fazenda  Sta.  Rita.  .;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-12,05;-41,416667;gass84,diffown;PRESERVED_SPECIMEN;PRESENT;HUEFS - Herbario da Universidade Estadual de Feira de Santana;HUEFS - Herbario da Universidade Estadual de Feira de Santana;Sarmento, A.C.;;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-12,05;-41,416667;cdround,gass84,txmatfuz,colmano,inmafu;PRESERVED_SPECIMEN;PRESENT;Museu Paraense Emílio Goeldi (MPEG);;"Sarmento, A.C.; Bautista, H.P.";Cafarnaum;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-12,05;-41,416667;cdround,gass84,rdativ,inmano;PRESERVED_SPECIMEN;PRESENT;Rio de Janeiro Botanical Garden;RB - Rio de Janeiro Botanical Garden Herbarium Collection;"A.C. Sarmento; H.P. Bautista";Próximo de Vázea do Cerco.;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-14,3;-39;gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;;;Nuscheler, M.;;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-14,79290678;-39,04908681;cdrep,colmafu;PRESERVED_SPECIMEN;PRESENT;The New York Botanical Garden;Vascular plants;M. Nüscheler;Itararé;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-12,758417;-43,950906;gass84,inmano;PRESERVED_SPECIMEN;PRESENT;MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas;MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas;M.M.Santos;Serra dos Bois.;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-12,766667;-44,283333;gass84,inmano;PRESERVED_SPECIMEN;PRESENT;CEPEC - Herbário do Centro de Pesquisas do Cacau;CEPEC - Herbário do Centro de Pesquisas do Cacau;M. M. Santos;Serra dos Bois.;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-12,766667;-44,283333;gass84,diffown;PRESERVED_SPECIMEN;PRESENT;HUEFS - Herbario da Universidade Estadual de Feira de Santana;HUEFS - Herbario da Universidade Estadual de Feira de Santana;Santos, M.M.;;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-12,766667;-44,283333;cdround,gass84,txmatfuz,colmano,inmafu;PRESERVED_SPECIMEN;PRESENT;Museu Paraense Emílio Goeldi (MPEG);;Santos, M.M.;Bahia;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-13,466667;-40,316667;gass84,incomis,inmafu;PRESERVED_SPECIMEN;PRESENT;ALCB - Herbário Alexandre Leal Costa;ALCB - Herbário Alexandre Leal Costa;Ararújo, AP de;Sudoeste, Estrada Lajedo do Tabocal-Maracás;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-13,466667;-40,316667;cdround,gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;ALCB - Herbário Alexandre Leal Costa;ALCB - Herbário Alexandre Leal Costa;Ararújo, AP de;Sudoeste, Estrada Lajedo do Tabocal-Maracás;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-13,466667;-40,316667;gass84,inmano;PRESERVED_SPECIMEN;PRESENT;CEPEC - Herbário do Centro de Pesquisas do Cacau;CEPEC - Herbário do Centro de Pesquisas do Cacau;A. P. de Araújo;Estr. Lagedo do Tabocal/Maracas.;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-13,48;-40,53;gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;;;"Mori, S.A.; Santos, T.S.; Kallunki, J.A.; Silva, L.A.M.";13 a 22km ao S de Maracás, pela antiga rod. para Jequié.;Capoeira de Mata de Cipó;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-13,44477683;-40,43057791;cdrep,colmafu;PRESERVED_SPECIMEN;PRESENT;The New York Botanical Garden;Vascular plants;S. A. Mori;13 a 22 km ao S de Maracás, pela antiga rod. para Jequié. folha SD-24 (14-40a);Capoeira de mata de cipó;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-19,04099242;-43,42487888;cdrep,colmafu;PRESERVED_SPECIMEN;PRESENT;The New York Botanical Garden;Vascular plants;G. G. Hatschbach;Rio Conceição;Mata;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-19,037222;-43,424722;cdround,gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;NY;;G. G. Hatschbach;Rio Conceição;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-11,532525;-41,166122;gass84,inmano;PRESERVED_SPECIMEN;PRESENT;HUCPE - Herbário da Universidade Católica de Pernambuco;HUCPE - Herbário da Universidade Católica de Pernambuco;Ramalho, F. .B.;Fazenda Palmeirinha.;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-19,138199;-39,961174;colmafu;PRESERVED_SPECIMEN;PRESENT;The New York Botanical Garden;Vascular plants;B. D. Sucre;Reserva de Linhares - DOCEMADE;Mata de musununga;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-19,138333;-39,961111;cdround,gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;NY;;B. D. Sucre;Reserva de Linhares - DOCEMADE;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-13,43;-40,45;gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;;;Pinheiro, R.S.;Rod. Itiruçu-Maracás.;Caatinga.;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-13,53557889;-40,15025954;cdrep,colmafu;PRESERVED_SPECIMEN;PRESENT;The New York Botanical Garden;Vascular plants;R. S. Pinheiro;Rod Itiruçu a Maracas;Caatinga;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-13,531944;-40,150278;cdround,gass84,rdativ,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;NY;;R. S. Pinheiro;Rod Itiruçu a Maracas;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-13,43;-40,45;gass84,rdativ,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;K;;Pinheiro, R.S.;Rod. Itiru  u-Marac  s.;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-12,17;-41,77;gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;;;"Irwin, H.S.; Smith, G.L.; Harley, R.M.";Ca. 8km N of Seabra, road to Agua de Rega.;Cut over gallery forest;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-12,17;-41,77;cdround,gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;K;;"Irwin, H.S.;Smith, G.L.,Harley, R.M.";Ca. 8km N of Seabra, road to Agua de Rega.;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-15,52;-40,9;gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;;;Belém, R.P.;Margem do Rio Pardo.;Mata de Cipó;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-15,53542331;-40,90920933;cdrep,colmafu;PRESERVED_SPECIMEN;PRESENT;The New York Botanical Garden;Vascular plants;R. P. Belém;Margim do Rio Pardo, Mata Cipó;Mata;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-15,531667;-40,909167;cdround,gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;NY;;R. P. Belém;Margim do Rio Pardo, Mata Cipó;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-15,52;-40,9;cdround,gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;K;;Bel  m, R.P.;Margem do Rio Pardo.;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-11;-42;gass84,ambcol,inmafu;PRESERVED_SPECIMEN;PRESENT;The Field Museum of Natural History;GDI 2013-2015 SAPP;R. P. Belém;;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-18,098499;-39,89346;cdround,colmafu;PRESERVED_SPECIMEN;PRESENT;The New York Botanical Garden;Vascular plants;R. P. Belém;Ao lado da Rodovia BR 101. Vale do Rio Mucurí;Plantaçao de cacau;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-18,098611;-39,893333;cdround,gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;NY;;R. P. Belém;Ao lado da Rodovia BR 101. Vale do Rio Mucurí;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-16,298624;-39,044099;cdround,colmafu;PRESERVED_SPECIMEN;PRESENT;The New York Botanical Garden;Vascular plants;R. P. Belém;2-4 Km a W de Sta. Cruz de Cabrália, pela estrada antiga. Folha SE-24 (16-39c).;Mata costeira;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-16,298611;-39,044167;cdround,gass84,rdativ,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;NY;;R. P. Belém;2-4 Km a W de Sta. Cruz de Cabrália, pela estrada antiga. Folha SE-24 (16-39c).;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-16,278056;-39,024722;cdround,gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;UB - Herbário da Universidade de Brasília;UB - Herbário da Universidade de Brasília;Belém, RP;;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-16,45344218;-39,0642869;cdrep,colmafu;PRESERVED_SPECIMEN;PRESENT;The New York Botanical Garden;Vascular plants;J. P. Lanna Sobrinho;Entre Porto Seguro;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-16,449722;-39,064444;cdround,gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;NY;;J. P. Lanna Sobrinho;Entre Porto Seguro;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-22,98822;-43,27887;gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;IAC - Herbário do Instituto Agronômico de Campinas;IAC - Herbário do Instituto Agronômico de Campinas;J.P.P. Carauta;São Conrado, Pedra Bonita, no cume, perto do quadrado de cimento;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-22,9028;-43,2075;gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;IAC - Herbário do Instituto Agronômico de Campinas;IAC - Herbário do Instituto Agronômico de Campinas;J.P. Lanna Sobrinho;Tijuca, estrada Vista Chinesa, km 1;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-22,971951;-43,277408;colmafu;PRESERVED_SPECIMEN;PRESENT;The New York Botanical Garden;Vascular plants;J. P. Lanna Sobrinho;Guanabara, Tijuca, Estr. da Vista Chinesa, Km 1;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-22,971944;-43,2775;cdround,gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;NY;;J. P. Lanna Sobrinho;Guanabara, Tijuca, Estr. da Vista Chinesa, Km 1;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-15,41;-39,49;gass84,colmafu;PRESERVED_SPECIMEN;PRESENT;The New York Botanical Garden;Vascular plants;G. M. Magalhaes;Camaca, para Porto Seguro, 20 km mais ou menos P. Seguro;Floresta secular, no alto das terrenos elevados, planos (Tabuleiro ou chapadao);
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-16,45344218;-39,0642869;cdrep,colmafu;PRESERVED_SPECIMEN;PRESENT;The New York Botanical Garden;Vascular plants;R. P. Belém;31 km W de Pôrto Seguro;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-15,41;-39,49;gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;NY;;G. M. Magalhaes;Camaca, para Porto Seguro, 20 km mais ou menos P. Seguro;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-16,449722;-39,064444;cdround,gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;NY;;R. P. Belém;31 km W de Pôrto Seguro;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-18,996963;-40,10894;colmafu;PRESERVED_SPECIMEN;PRESENT;The New York Botanical Garden;Vascular plants;J. P. Lanna Sobrinho;Regu. Biológ. Sooretama;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-22,971951;-43,277408;colmafu;PRESERVED_SPECIMEN;PRESENT;The New York Botanical Garden;Vascular plants;J. P. Lanna Sobrinho;Guanabara, Estrada de Vista Chinesa, Km 1;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-18,996963;-40,10894;colmafu;PRESERVED_SPECIMEN;PRESENT;The New York Botanical Garden;Vascular plants;R. P. Belém;Reserva Florestal de Sooretama.;Mata virgem.;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-18,996963;-40,10894;colmafu;PRESERVED_SPECIMEN;PRESENT;The New York Botanical Garden;Vascular plants;R. P. Belém;Reserva Florestal de Sooretama;Mata virgem;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-22,971944;-43,2775;cdround,gass84,rdativ,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;NY;;J. P. Lanna Sobrinho;Guanabara, Estrada de Vista Chinesa, Km 1;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-18,996944;-40,108889;cdround,gass84,rdativ,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;NY;;J. P. Lanna Sobrinho;Regu. Biológ. Sooretama;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-18,996944;-40,108889;cdround,gass84,rdativ,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;NY;;R. P. Belém;Reserva Florestal de Sooretama;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-18,996944;-40,108889;cdround,gass84,rdativ,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;NY;;R. P. Belém;Reserva Florestal de Sooretama.;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-19,92460812;-43,93801456;cdrep,colmafu;PRESERVED_SPECIMEN;PRESENT;The New York Botanical Garden;Vascular plants;G. M. Magalhaes;Estaçao Experimental de Agricultura e arredores;Matas e capoeiras;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-19,920833;-43,937778;cdround,gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;NY;;G. M. Magalhaes;Estaçao Experimental de Agricultura e arredores;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-15,78342081;-47,92987267;cdrep,colmafu;PRESERVED_SPECIMEN;PRESENT;The New York Botanical Garden;Vascular plants;F. Gomes da Silva;BrasÃ­lia. Camino da Lagoinha, Horto Florestal do D. Federal;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-15,779722;-47,929444;cdround,gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;NY;;F. Gomes da Silva;Camino da Lagoinha, Horto Florestal do D. Federal;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-23,5475;-46,6361;gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;IAC - Herbário do Instituto Agronômico de Campinas;IAC - Herbário do Instituto Agronômico de Campinas;M. Koscinski;Horto Florestal;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-19,9594;-43,4153;gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;IAC - Herbário do Instituto Agronômico de Campinas;IAC - Herbário do Instituto Agronômico de Campinas;H.L.M. Barreto;Serra do Caraça;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-22,530833;-43,008333;cdround,gass84,rdativ,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;NY;;L. Riedel;[This is not on the label: Prope Rio de Janeiro. Organ Mount. Protologue stated that the specific locality was not known];;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-16,333333;-39,133333;gass84,inmano;PRESERVED_SPECIMEN;PRESENT;CEPEC - Herbário do Centro de Pesquisas do Cacau;CEPEC - Herbário do Centro de Pesquisas do Cacau;Carvalho, G. M.;RPPN Estação Veracel;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-10,8339;-52,8731;gass84,ambcol,inmafu;PRESERVED_SPECIMEN;PRESENT;The Field Museum of Natural History;GDI 2013-2015 SAPP;;;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-20,754167;-42,881667;gass84,inmano;PRESERVED_SPECIMEN;PRESENT;Funed-Pol - Coleção de lâminas de grãos de pólen;Funed-Pol - Coleção de lâminas de grãos de pólen;Sandra Matoso;Mata do Paraiso-Viçosa;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-19,866667;-40,533333;gass84,inmano;PRESERVED_SPECIMEN;PRESENT;"BOTUw - Xiloteca ""Profa. Dra. Maria Aparecida Mourão Brasil""";"BOTUw - Xiloteca ""Profa. Dra. Maria Aparecida Mourão Brasil""";;Comp. Vale do Rio Doce;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-13,441111;-40,430556;cdround,gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;NY;;S. A. Mori;13 a 22 km ao S de Maracás, pela antiga rod. para Jequié. folha SD-24 (14-40a);;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-22,530833;-43,008333;cdround,gass84,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;NY;;A. F. M. Glaziou;Prope Rio de Janeiro. Organ Mount.;;
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-22,428333;-42,035556;cdround,gass84,inmano;PRESERVED_SPECIMEN;PRESENT;HUENF;Herbário - Universidade Estadual do Norte Fluminense Darcy Ribeiro;s/c;Reserva Biológica União;;
